0.0628319 14.7059
0.125664 47.7299
0.188496 2939.7
0.251327 42584.6
0.314159 1.16261e+06
0.376991 5.16993e+06
0.439823 1.72237e+07
0.502655 4.42896e+07
0.565487 8.54992e+07
0.628319 9.79776e+07
0.69115 6.96665e+07
0.753982 3.06496e+07
0.816814 7.95584e+06
0.879646 896098
0.942478 62027.7
1.00531 6319.18
1.06814 231.903
1.13097 3.50293
1.19381 0.0480709
1.25664 0.00040175
1.31947 1.36495e-06
1.3823 6.43736e-09
1.44513 1.06183e-11
1.50796 1.33245e-14
1.5708 4.65019e-18
1.63363 2.90346e-21
1.69646 3.69332e-23
1.75929 2.06213e-23
1.82212 2.23754e-23
1.88496 2.45234e-23
1.94779 1.84667e-23
2.01062 2.12954e-23
2.07345 1.77724e-23
2.13628 1.90176e-23
2.19911 2.76046e-23
2.26195 2.37211e-23
2.32478 2.04549e-23
2.38761 1.8008e-23
2.45044 1.97479e-23
2.51327 2.66587e-23
2.57611 2.09443e-23
2.63894 1.30966e-23
2.70177 1.51694e-23
2.7646 2.54444e-23
2.82743 2.00784e-23
2.89027 1.94305e-23
2.9531 2.1372e-23
3.01593 1.70052e-23
3.07876 1.75467e-23
